created_at,entry_id,Moisture,Humidity,Temperature,Motor,latitude,longitude,elevation,status
2025-06-25T15:11:20+00:00,256,60,82,29.5,0,,,,
2025-06-25T15:11:41+00:00,257,59,80,29.7,0,,,,
2025-06-25T15:12:03+00:00,258,59,79,29.8,0,,,,
2025-06-25T15:12:25+00:00,259,58,76,30,0,,,,
2025-06-25T15:12:47+00:00,260,58,75,30,0,,,,
2025-06-25T15:13:09+00:00,261,0,74,30.1,1,,,,
2025-06-25T15:13:32+00:00,262,0,74,30.2,1,,,,
2025-06-25T15:13:53+00:00,263,0,74,30.2,1,,,,
2025-06-25T15:14:15+00:00,264,31,73,30.3,0,,,,
2025-06-25T15:14:38+00:00,265,0,73,30.3,1,,,,
2025-06-25T15:15:00+00:00,266,0,72,30.4,1,,,,
2025-06-25T15:15:21+00:00,267,0,72,30.4,1,,,,
2025-06-25T15:15:44+00:00,268,0,71,30.4,1,,,,
2025-06-25T15:16:06+00:00,269,0,72,30.5,1,,,,
2025-06-25T15:16:30+00:00,270,25,71,29.9,1,,,,
2025-06-25T15:16:55+00:00,271,24,71,28.3,1,,,,
2025-06-25T15:17:18+00:00,272,22,73,27.1,1,,,,
2025-06-25T15:17:40+00:00,273,0,74,26.6,1,,,,
2025-06-25T15:18:01+00:00,274,41,76,26.1,0,,,,
2025-06-25T15:18:23+00:00,275,39,79,25.9,0,,,,
2025-06-25T15:18:46+00:00,276,38,79,25.9,0,,,,
2025-06-25T15:19:08+00:00,277,100,81,25.9,0,,,,
2025-06-25T15:19:30+00:00,278,100,80,26,0,,,,
2025-06-25T15:19:52+00:00,279,100,81,26.1,0,,,,
2025-06-25T15:20:14+00:00,280,100,82,26.2,0,,,,
2025-06-25T15:20:37+00:00,281,0,84,26.4,1,,,,
2025-06-25T15:20:59+00:00,282,21,84,26.6,1,,,,
2025-06-25T15:21:21+00:00,283,19,83,26.7,1,,,,
2025-06-25T15:21:43+00:00,284,17,83,26.8,1,,,,
2025-06-25T15:22:08+00:00,285,16,83,27,1,,,,
2025-06-25T15:22:30+00:00,286,44,85,27.3,0,,,,
2025-06-25T15:22:52+00:00,287,44,84,27.6,0,,,,
2025-06-25T15:23:14+00:00,288,43,84,27.9,0,,,,
2025-06-25T15:23:37+00:00,289,43,85,28.1,0,,,,
2025-06-25T15:23:59+00:00,290,0,83,28.3,1,,,,
2025-06-25T15:24:22+00:00,291,100,84,28.5,0,,,,
2025-06-25T15:24:44+00:00,292,100,82,28.7,0,,,,
2025-06-25T15:25:06+00:00,293,99,82,28.8,0,,,,
2025-06-25T15:25:28+00:00,294,66,82,29,0,,,,
2025-06-25T15:25:50+00:00,295,100,81,29,0,,,,
2025-06-25T15:26:12+00:00,296,100,80,29.1,0,,,,
2025-06-25T15:26:34+00:00,297,40,80,29.2,0,,,,
2025-06-25T15:26:55+00:00,298,43,79,29.3,0,,,,
2025-06-25T15:27:17+00:00,299,89,79,29.3,0,,,,
2025-06-25T15:27:40+00:00,300,87,78,29.4,0,,,,
2025-06-25T15:28:02+00:00,301,87,78,29.4,0,,,,
2025-06-26T07:42:36+00:00,302,0,55,26.3,1,,,,
2025-06-26T16:44:31+00:00,303,92,73,30,0,,,,
2025-06-26T16:44:52+00:00,304,73,73,30,0,,,,
2025-06-26T16:45:13+00:00,305,62,72,30,0,,,,
2025-06-26T16:45:34+00:00,306,61,73,30,0,,,,
2025-06-26T16:45:56+00:00,307,60,73,30,0,,,,
2025-06-26T16:46:18+00:00,308,68,72,30,0,,,,
2025-06-26T16:46:40+00:00,309,85,72,30,0,,,,
2025-06-26T16:47:02+00:00,310,78,73,30,0,,,,
2025-06-26T16:47:23+00:00,311,77,73,30,0,,,,
2025-06-26T16:47:45+00:00,312,72,73,30,0,,,,
2025-06-26T16:48:07+00:00,313,71,73,30,0,,,,
2025-06-26T16:48:28+00:00,314,70,72,30,0,,,,
2025-06-26T16:48:49+00:00,315,70,72,30,0,,,,
2025-06-26T16:49:10+00:00,316,94,73,30,0,,,,
2025-06-26T16:49:32+00:00,317,89,73,30,0,,,,
2025-06-26T16:49:54+00:00,318,88,72,30,0,,,,
2025-06-26T16:52:37+00:00,319,94,73,30,0,,,,
2025-06-26T16:52:58+00:00,320,85,72,30,0,,,,
2025-06-26T16:53:20+00:00,321,100,73,30,0,,,,
2025-06-26T16:53:43+00:00,322,97,73,30,0,,,,
2025-06-26T16:54:05+00:00,323,100,73,30.1,0,,,,
2025-06-26T16:54:27+00:00,324,11,73,30.1,1,,,,
2025-06-26T16:54:49+00:00,325,4,73,30.1,1,,,,
2025-06-26T16:55:11+00:00,326,0,73,30.1,1,,,,
2025-06-26T16:55:33+00:00,327,0,73,30,1,,,,
2025-06-26T16:55:55+00:00,328,0,71,29.9,1,,,,
2025-06-26T16:56:17+00:00,329,71,68,28.8,0,,,,
2025-06-26T16:56:39+00:00,330,71,68,27.9,0,,,,
2025-06-26T16:57:01+00:00,331,70,62,26.9,0,,,,
2025-06-26T16:57:23+00:00,332,70,67,26.3,0,,,,
2025-06-26T16:57:45+00:00,333,71,66,25.8,0,,,,
2025-06-26T16:58:07+00:00,334,98,64,25.4,0,,,,
2025-06-26T16:58:28+00:00,335,89,69,25.1,0,,,,
2025-06-26T16:58:50+00:00,336,85,74,25.1,0,,,,
2025-06-26T16:59:11+00:00,337,15,74,25,1,,,,
2025-06-26T16:59:33+00:00,338,0,77,25,1,,,,
2025-06-26T16:59:54+00:00,339,100,78,25,0,,,,
2025-06-26T17:00:17+00:00,340,0,79,24.9,1,,,,
2025-06-26T17:00:38+00:00,341,100,80,24.8,0,,,,
2025-06-26T17:01:00+00:00,342,100,78,24.5,0,,,,
2025-06-26T17:01:22+00:00,343,86,80,24.8,0,,,,
2025-06-26T17:01:44+00:00,344,80,80,25,0,,,,
2025-06-26T17:02:05+00:00,345,78,80,25.4,0,,,,
2025-06-26T17:02:27+00:00,346,99,81,25.8,0,,,,
2025-06-26T17:02:49+00:00,347,95,83,26.2,0,,,,
2025-06-26T17:03:10+00:00,348,94,82,26.6,0,,,,
2025-06-26T17:03:32+00:00,349,93,83,27,0,,,,
2025-06-26T17:03:54+00:00,350,92,85,27.3,0,,,,
2025-06-26T17:04:15+00:00,351,87,83,27.6,0,,,,
2025-06-26T17:04:38+00:00,352,100,85,27.9,0,,,,
2025-06-26T17:04:59+00:00,353,100,84,28.2,0,,,,
2025-06-26T17:05:21+00:00,354,97,85,28.5,0,,,,
2025-06-26T17:05:43+00:00,355,0,84,28.7,1,,,,
2025-06-26T17:06:05+00:00,356,88,83,28.9,0,,,,
2025-06-26T17:06:26+00:00,357,81,80,29,0,,,,
2025-06-26T17:06:48+00:00,358,100,80,29.1,0,,,,
2025-06-26T17:07:09+00:00,359,100,80,29.3,0,,,,
2025-06-26T17:07:31+00:00,360,91,80,29.4,0,,,,
2025-06-26T17:07:53+00:00,361,77,79,29.5,0,,,,
2025-06-26T17:08:16+00:00,362,55,78,29.5,0,,,,
2025-06-26T17:08:38+00:00,363,100,78,29.6,0,,,,
2025-06-26T17:08:59+00:00,364,95,76,29.7,0,,,,
2025-06-26T17:09:21+00:00,365,86,77,29.7,0,,,,
2025-06-26T17:12:08+00:00,366,92,74,29.9,0,,,,
2025-06-26T17:12:29+00:00,367,91,75,29.9,0,,,,
2025-06-26T17:12:51+00:00,368,91,74,29.9,0,,,,
2025-06-26T17:13:13+00:00,369,91,74,29.9,0,,,,
2025-06-26T17:13:35+00:00,370,91,74,29.9,0,,,,
2025-06-26T17:13:57+00:00,371,92,74,29.9,0,,,,
2025-06-26T17:14:18+00:00,372,100,74,29.9,0,,,,
2025-06-26T17:14:40+00:00,373,100,74,29.9,0,,,,
2025-06-26T17:15:02+00:00,374,86,74,29.9,0,,,,
2025-06-26T17:15:24+00:00,375,0,74,30,1,,,,
2025-06-26T17:15:46+00:00,376,80,74,30,0,,,,
2025-06-27T11:35:46+00:00,377,0,61,28.1,1,,,,
2025-06-27T11:36:07+00:00,378,0,58,28.1,1,,,,
2025-06-27T11:36:29+00:00,379,0,57,28.2,1,,,,
2025-06-27T11:36:51+00:00,380,0,56,28.2,1,,,,
2025-06-27T11:37:13+00:00,381,0,55,28.1,1,,,,
2025-06-27T11:37:35+00:00,382,0,55,28.1,1,,,,
2025-06-27T11:37:57+00:00,383,0,55,28,1,,,,
2025-06-27T11:38:19+00:00,384,0,55,28,1,,,,
2025-06-27T11:38:40+00:00,385,0,55,28,1,,,,
2025-06-27T11:39:31+00:00,386,0,55,28,1,,,,
2025-06-27T11:39:53+00:00,387,0,56,28,1,,,,
2025-06-27T11:40:15+00:00,388,0,56,28,1,,,,
2025-06-27T11:40:36+00:00,389,0,56,27.9,1,,,,
2025-06-27T11:40:59+00:00,390,0,57,27.9,1,,,,
2025-06-27T11:41:21+00:00,391,0,57,27.9,1,,,,
2025-06-27T11:41:42+00:00,392,0,58,27.9,1,,,,
2025-06-27T11:42:04+00:00,393,0,58,27.8,1,,,,
2025-06-27T11:42:27+00:00,394,0,57,27.7,1,,,,
2025-06-27T11:42:49+00:00,395,0,58,27.6,1,,,,
2025-06-27T11:43:10+00:00,396,0,60,27.5,1,,,,
2025-06-27T11:43:32+00:00,397,0,60,27.4,1,,,,
2025-06-27T11:43:54+00:00,398,0,60,27.4,1,,,,
2025-06-27T11:44:16+00:00,399,0,61,27.4,1,,,,
2025-06-27T11:44:38+00:00,400,0,61,27.4,1,,,,
2025-06-27T11:45:00+00:00,401,0,61,27.4,1,,,,
2025-06-27T11:45:21+00:00,402,0,61,27.4,1,,,,
2025-06-27T11:45:43+00:00,403,0,61,27.4,1,,,,
2025-06-27T11:46:05+00:00,404,0,60,27.4,1,,,,
2025-06-27T11:46:27+00:00,405,0,60,27.4,1,,,,
2025-06-27T11:46:49+00:00,406,0,60,27.4,1,,,,
2025-06-27T11:47:10+00:00,407,0,60,27.3,1,,,,
2025-06-27T11:47:32+00:00,408,0,60,27.2,1,,,,
2025-06-27T11:47:54+00:00,409,0,61,27.2,1,,,,
2025-06-27T11:48:15+00:00,410,0,61,27.2,1,,,,
2025-06-27T11:48:37+00:00,411,0,60,27.2,1,,,,
2025-06-27T11:48:59+00:00,412,0,61,27.2,1,,,,
2025-06-27T11:49:21+00:00,413,0,63,27.3,1,,,,
2025-06-27T11:49:42+00:00,414,0,62,27.3,1,,,,
2025-06-27T11:50:07+00:00,415,0,61,27.2,1,,,,
2025-06-27T11:50:29+00:00,416,0,61,27.2,1,,,,
2025-06-27T11:50:51+00:00,417,0,61,27.1,1,,,,
2025-06-27T11:51:12+00:00,418,0,61,27.1,1,,,,
2025-06-27T11:51:35+00:00,419,0,61,27,1,,,,
2025-06-27T11:51:56+00:00,420,0,61,27,1,,,,
2025-06-27T11:52:18+00:00,421,0,61,27,1,,,,
2025-06-27T11:52:40+00:00,422,0,61,27,1,,,,
2025-06-27T11:53:02+00:00,423,0,61,26.9,1,,,,
2025-06-27T11:53:24+00:00,424,0,61,26.8,1,,,,
2025-06-27T11:53:47+00:00,425,0,61,26.9,1,,,,
2025-06-27T11:54:21+00:00,426,0,61,26.9,1,,,,
2025-06-27T11:54:43+00:00,427,0,61,27,1,,,,
2025-06-27T11:55:04+00:00,428,0,59,27,1,,,,
2025-06-29T09:03:52+00:00,429,0,70,31,1,,,,
2025-06-29T09:04:14+00:00,430,0,70,31,1,,,,
2025-06-29T09:04:35+00:00,431,0,70,31,1,,,,
